name,address,district,phone,website,services,price_range,rating,review_count,lat,lon,source
Le Kurnique,"ul. Słupecka 5, 02-309, Warszawa",Ochota,+48226584554,https://www.yelp.pl/biz/le-kurnique-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Fryzjer, Pielęgnacja skóry",do 50 PLN,0.0,0,52.2202915702189,20.9827890540294,yelp:skincare
Makeitisi,"ul. Filtrowa 62 / 62A, 02-256, Warszawa",Ochota,+48222450606,https://www.yelp.pl/biz/makeitisi-warszawa-2?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Pielęgnacja skóry,,0.0,0,52.21944,20.98798,yelp:skincare
R&K s.c.,"ul. Rakowiecka 36 / 61, 02-532, Warszawa",Ochota,+48796930081,https://www.yelp.pl/biz/r-a-k-s-c-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Kosmetyki,do 50 PLN,5.0,1,52.2067986,21.0009804,yelp:beautysvc
Salon Fryzjerski U Baśki Zwoliska Barbara,"Białobrzeska 5, 02-379, Warszawa",Ochota,+48228229444,https://www.yelp.pl/biz/salon-fryzjerski-u-ba%C5%9Bki-zwoliska-barbara-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Uroda i salony Spa,,0.0,0,52.2083893,20.9685898,yelp:beautysvc
Salon Fryzjersko Kosmetyczny Tolak,"ul. Rokosowska 4, Warszawa",Ochota,+48226595306,https://www.yelp.pl/biz/salon-fryzjersko-kosmetyczny-tolak-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Fryzjer, Pielęgnacja skóry",,0.0,0,52.21443,20.97545,yelp:skincare
Sklep taneczny Dance Spot,"Aleja Wincentego Witosa 31, 00-710, Warszawa",Ochota,+48512270870,https://www.yelp.pl/biz/sklep-taneczny-dance-spot-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Sklepy obuwnicze, Sklepy taneczne, Kosmetyki",150–300 PLN,4.0,2,52.2247363696487,20.9903745113647,yelp:beautysvc
Studio Urody New Image,"ul. Opaczewska 43 / 3, 02-201, Warszawa",Ochota,+48228238350,https://www.yelp.pl/biz/studio-urody-new-image-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Fryzjer, Manikiur i pedikiur, Pielęgnacja skóry",,0.0,0,52.209589,20.962358,yelp:skincare
Anahata Tantra Temple,"ul. Bluszczańska 32, 00-712, Warszawa",Praga-Południe,+48730486823,https://www.yelp.pl/biz/anahata-tantra-temple-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Masaż,,0.0,0,52.2094,21.06805,yelp:beautysvc
Atelier Fryzjerskie Izabela Hinc-Gamska,"ul. Bora Komorowskiego 35 / 203, 03-982, Warszawa",Praga-Południe,+48793449530,https://www.yelp.pl/biz/atelier-fryzjerskie-izabela-hinc-gamska-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Pielęgnacja skóry, Fryzjer",,0.0,0,52.2255287,21.0846596,yelp:skincare
Atelier Urody,"ul. Jana Nowaka Jeziorańskiego 7 / 9, 03-984, Warszawa",Praga-Południe,+48222991999,https://www.yelp.pl/biz/atelier-urody-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Fryzjer, Manikiur i pedikiur",,5.0,1,52.2292781,21.1072464,yelp:hair
Beauty Secret Justyna Szumska,"Zwycięzców 30, 03-936, Warszawa",Praga-Południe,+48226728334,https://www.yelp.pl/biz/beauty-secret-warszawa-2?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Pielęgnacja skóry, Masaż, Makijaż permanentny",,4.0,1,52.231807,21.0578116,yelp:skincare
Creator Design Studio,"ul.Gen.T. Bora Komorowskiego 56C / U17, 03-982, Warszawa",Praga-Południe,+48223016646,https://www.yelp.pl/biz/creator-design-studio-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Fryzjer,,5.0,2,52.2261444,21.0788444,yelp:hair
Extravagance,"ul. Szkoły Orląt 4, 03-984, Warszawa",Praga-Południe,+48502510247,https://www.yelp.pl/biz/extravagance-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Fryzjer, Pielęgnacja skóry",,0.0,0,52.2278715,21.1069972,yelp:skincare
Fryzjernia Artemiusz Norbert Artemiusz Jagielak,"Gen. Tadeusza Bora-Komorowskiego 35 /  203, 03-962, Warszawa",Praga-Południe,+48226714243,https://www.yelp.pl/biz/fryzjernia-artemiusz-norbert-artemiusz-jagielak-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Balwierz,,0.0,0,52.2255287,21.0846596,yelp:barbers
Gabinet Kosmetyczny Mimi Ewa Wanke,"Gen. Romana Abrahama 4A, 03-982, Warszawa",Praga-Południe,+48226711714,https://www.yelp.pl/biz/gabinet-kosmetyczny-mimi-ewa-wanke-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Makijażyści, Fryzjer",,0.0,0,52.2273598,21.0857601,yelp:makeupartists
Instytut Technologii Urody,"ul. Berezyńska 26, 03-908, Warszawa",Praga-Południe,+48224904133,https://www.yelp.pl/biz/instytut-technologii-urody-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Internista, Spa medyczne",50–150 PLN,5.0,3,52.2361,21.0535,yelp:beautysvc
Jarosław Adamczyk Jazz Salon,"ul. Bartycka 20, 00-716, Warszawa",Praga-Południe,+48228911812,https://www.yelp.pl/biz/jaros%C5%82aw-adamczyk-jazz-salon-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Pielęgnacja skóry,,0.0,0,52.2125587,21.0663891,yelp:skincare
LAURELSS,"al. Waszyngtona 30 / 36, Warszawa",Praga-Południe,+48502784770,https://www.yelp.pl/biz/laurelss-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Makijażyści, Ośrodki odchudzania",,0.0,0,52.2393646,21.0591774,yelp:makeupartists
Margalo,"ul. Rechniewskiego 6, 03-982, Warszawa",Praga-Południe,+48608344352,https://www.yelp.pl/biz/margalo-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Pielęgnacja skóry,,4.0,1,52.2253113,21.10396,yelp:skincare
Prima Anna Królak,"Łukowska 16, 04-133, Warszawa",Praga-Południe,+48226125959,https://www.yelp.pl/biz/prima-anna-kr%C3%B3lak-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Balwierz,,0.0,0,52.2373695,21.1039104,yelp:barbers
Salon Fryzjerski U Kasi,"ul. Garwolińska 6, 04-350, Warszawa",Praga-Południe,+48660467516,https://www.yelp.pl/biz/salon-fryzjerski-u-kasi-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Fryzjer,,4.5,2,52.2467743321654,21.0918617248535,yelp:hair
Salon Kosmetyki,"ul. Kobielska 23, 04-359, Warszawa",Praga-Południe,+48222902297,https://www.yelp.pl/biz/salon-kosmetyki-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Pielęgnacja skóry,,5.0,1,52.2471199,21.0854607,yelp:skincare
Salon Piękności Milord Piotr Adamczyk,"ul. Kobielska 17, 04-359, Warszawa",Praga-Południe,+48226108503,https://www.yelp.pl/biz/salon-pi%C4%99kno%C5%9Bci-milord-piotr-adamczyk-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Kosmetyki, Makijażyści",,0.0,0,52.2466583,21.0865898,yelp:makeupartists
Salon Urody Bora Bora,"ul. gen. T. Bora Komorowskiego 39 / 04, 03-982, Warszawa",Praga-Południe,+48224995624,https://www.yelp.pl/biz/salon-urody-bora-bora-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Pielęgnacja skóry, Fryzjer, Depilacja",,0.0,0,52.2256317,21.0809898,yelp:skincare
SalonStudio.me,"al. Stanów Zjednoczonych 67 / D3, 04-028, Warszawa",Praga-Południe,+48797259935,https://www.yelp.pl/biz/salonstudio-me-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Balwierz,,5.0,1,52.24295,21.08313,yelp:barbers
Santorini,"ul. Egipska 7, 03-977, Warszawa",Praga-Południe,+48226720525,https://www.yelp.pl/biz/santorini-warszawa-2?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Grecka,50–150 PLN,4.3,19,52.22556,21.06828,yelp:nailedsalons
Studio Urody Alexander,"ul. Międzyborska 60 / 62, 04-024, Warszawa",Praga-Południe,+48224996070,https://www.yelp.pl/biz/studio-urody-alexander-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Manikiur i pedikiur, Masaż, Fryzjer",50–150 PLN,3.3,3,52.239721609706,21.079669271164,yelp:hair
Włosów Kępa,"ul. Zwycięzców 28 / 11, 03-938, Warszawa",Praga-Południe,+48222434072,https://www.yelp.pl/biz/w%C5%82os%C3%B3w-k%C4%99pa-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Fryzjer,,5.0,1,52.2315636681677,21.0571663661533,yelp:hair
Barber Shop Praga,"ul. Ząbkowska 38 / U2, 03-735, Warszawa",Praga-Północ,+48739299091,https://www.yelp.pl/biz/barber-shop-praga-warszawa-2?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Balwierz,,5.0,1,52.25436,21.0449,yelp:barbers
Centrum Estetyki Ciała,"ul. Wileńska 37, 03-414, Warszawa",Praga-Północ,+48222454313,https://www.yelp.pl/biz/centrum-estetyki-cia%C5%82a-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Masaż, Pielęgnacja skóry, Manikiur i pedikiur",,3.0,1,52.2557815,21.0348210134919,yelp:skincare
Centrum Zarządzania Światem,"ul. Stefana Okrzei 26, 03-710, Warszawa",Praga-Północ,+48226182197,https://www.yelp.pl/biz/centrum-zarz%C4%85dzania-%C5%9Bwiatem-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Puby, Przystawki/przekąski, Kawa i herbata",50–150 PLN,4.7,14,52.2510779,21.0353758883432,yelp:nailedsalons
Christine,"ul. Floriańska 12, 03-707, Warszawa",Praga-Północ,+48228180368,https://www.yelp.pl/biz/christine-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Fryzjer,,5.0,1,52.2522697,21.0310898,yelp:hair
Górecka Maria. Peruki. Salon Fryzjerski. Przedłużanie Włosów,"Grochowska 335, 03-823, Warszawa",Praga-Północ,+48228700897,https://www.yelp.pl/biz/g%C3%B3recka-maria-peruki-salon-fryzjerski-przed%C5%82u%C5%BCanie-w%C5%82os%C3%B3w-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Pielęgnacja skóry,,0.0,0,52.2464485,21.0611,yelp:skincare
Hair Studio,"ul. Białostocka 20, 03-741, Warszawa",Praga-Północ,+48504739944,https://www.yelp.pl/biz/hair-studio-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Fryzjer, Manikiur i pedikiur",do 50 PLN,4.0,1,52.2546997,21.0396805,yelp:hair
Hexcut Barbershop & Tattoo Studio,"ul. Stefana Okrzei 23, 03-715, Warszawa",Praga-Północ,+48503016702,https://www.yelp.pl/biz/hexcut-barbershop-a-tattoo-studio-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Balwierz, Tatuaż, Fryzjer",,0.0,0,52.2505985441901,21.0331460914017,yelp:barbers
Janina Książak,"Św. Wincentego 18, 03-505, Warszawa",Praga-Północ,+48226783539,https://www.yelp.pl/biz/janina-ksi%C4%85%C5%BCak-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Makijażyści,,0.0,0,52.2696419,21.0409794,yelp:makeupartists
Le Cedre,"al. Solidarności 61, 03-402, Warszawa",Praga-Północ,+48226701166,https://www.yelp.pl/biz/le-cedre-warszawa-3?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Śródziemnomorska, Arabic, Bliskowschodnia",150–300 PLN,4.7,12,52.25278,21.0311,yelp:nailedsalons
Rokoko,"ul. Jana Zamoyskiego 43, 03-801, Warszawa",Praga-Północ,+48226481400,https://www.yelp.pl/biz/rokoko-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Fryzjer,50–150 PLN,4.0,1,52.24773,21.04886,yelp:hair
Salon Fryzjersko-Kosmetyczny,"ul. Kijowska 11, 03-743, Warszawa",Praga-Północ,+48228181822,https://www.yelp.pl/biz/salon-fryzjersko-kosmetyczny-warszawa-11?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Fryzjer, Makijażyści, Masaż",,0.0,0,52.25339,21.04939,yelp:makeupartists
Salon Kosmetyczny,"ul. Radzymińska 52, Warszawa",Praga-Północ,+48226182055,https://www.yelp.pl/biz/salon-kosmetyczny-warszawa-3?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Pielęgnacja skóry, Manikiur i pedikiur",,0.0,0,52.2598991,21.0534992,yelp:skincare
Salonik Fryzjerski,"ul. Białostocka 9, 03-741, Warszawa",Praga-Północ,+48223531169,https://www.yelp.pl/biz/salonik-fryzjerski-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Fryzjer, Balwierz",,0.0,0,52.2575302,21.0464706,yelp:barbers
Skamiejka,"ul. Ząbkowska 37, 03-736, Warszawa",Praga-Północ,+48512123967,https://www.yelp.pl/biz/skamiejka-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Rosyjska, Zupy, Pierogi",50–150 PLN,4.7,29,52.2550392,21.0469704,yelp:nailedsalons
Studio Medico-Estetico,"ul. Targowa 20, 03-731, Warszawa",Praga-Północ,+48226183040,https://www.yelp.pl/biz/studio-medico-estetico-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Ośrodki odchudzania, Pielęgnacja skóry",,0.0,0,52.2493591,21.0440998,yelp:skincare
Ziaja,"ul. Targowa 66, pawilon nr 29, 03-734, Warszawa",Praga-Północ,+48226184107,https://www.yelp.pl/biz/ziaja-warszawa-2?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Kosmetyki,do 50 PLN,4.4,7,52.2534871955266,21.0380673408508,yelp:beautysvc
S&b Gabinet Kosmetyczny i Galeria Biżuterii Autorskiej Koko,"al.wilanowska 9, 02-900, Warszawa",Rembertów,+48228856747,https://www.yelp.pl/biz/s-a-b-gabinet-kosmetyczny-i-galeria-bi%C5%BCuterii-autorskiej-koko-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Pielęgnacja skóry,,0.0,0,52.2436409,21.1805992,yelp:skincare
Akademia Urody Nefri,"ul. Tykocińska 42, 03-545, Warszawa",Targówek,+48227440444,https://www.yelp.pl/biz/akademia-urody-nefri-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Fryzjer, Manikiur i pedikiur",150–300 PLN,5.0,1,52.26898,21.05245,yelp:hair
MK Gabinet kosmetyczny Zdrowia i Urody Małgorzata Kowalska,"ul. Święciaska 9 / 3, 03-551, Warszawa",Targówek,+48508373985,https://www.yelp.pl/biz/mk-gabinet-kosmetyczny-zdrowia-i-urody-ma%C5%82gorzata-kowalska-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Manikiur i pedikiur, Depilacja, Pielęgnacja skóry",,0.0,0,52.26931,21.0588799,yelp:skincare
PAPILIO Gabinet Zdrowej Przemiany,"ul. Konopnickiej 18A, 05-091, Ząbki",Targówek,+48535045050,https://www.yelp.pl/biz/papilio-gabinet-zdrowej-przemiany-z%C4%85bki?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Ośrodki odchudzania, Pielęgnacja skóry, Specjaliści od żywienia",,0.0,0,52.2954072,21.1082257,yelp:skincare
Studio Fabiola,"ul. Łabiszyńska 21, 03-204, Warszawa",Targówek,+48509823624,https://www.yelp.pl/biz/studio-fabiola-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Solarium, Pielęgnacja skóry, Przedłużanie rzęs",,0.0,0,52.295447,21.032477,yelp:skincare
Biomak,"ul. Słoskiego 13, 05-820, Piastów",Ursus,+48227233160,https://www.yelp.pl/biz/biomak-piast%C3%B3w?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Pielęgnacja skóry,,0.0,0,52.1788101,20.8532791,yelp:skincare
Salon Ela,"ul. Rakietników 18, 02-495, Warszawa",Ursus,+48226670298,https://www.yelp.pl/biz/salon-ela-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Pielęgnacja skóry, Fryzjer, Manikiur i pedikiur",,0.0,0,52.1959145,20.8913671,yelp:skincare
Salon Kosmetyki i Odnowy Isabel,"ul. Dzieci Warszawy 27A, 02-495, Warszawa",Ursus,+48888118181,https://www.yelp.pl/biz/salon-kosmetyki-i-odnowy-isabel-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Pielęgnacja skóry, Fryzjer, Manikiur i pedikiur",,0.0,0,52.1929588,20.9044609,yelp:skincare
Salon Meblowy,"ul. A.szomaskiego 26 D, 02-495, Warszawa",Ursus,+48226137092,https://www.yelp.pl/biz/salon-meblowy-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Pielęgnacja skóry,,0.0,0,52.1865311,20.8771095,yelp:skincare
Sekret Urody,"ul. Rumiankowa 8A, 02-495, Warszawa",Ursus,+48602384001,https://www.yelp.pl/biz/sekret-urody-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Fryzjer, Pielęgnacja skóry, Manikiur i pedikiur",,0.0,0,52.1835518,20.8728504,yelp:skincare
Studio Fryzur Efektownia Mariusz Świć,"ul. Tomcia Palucha 37/ U6, 02-495, Warszawa",Ursus,+48513540008,https://www.yelp.pl/biz/studio-fryzur-efektownia-mariusz-%C5%9Bwi%C4%87-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Kosmetyki, Balwierz, Fryzjer",,0.0,0,52.1882401,20.8940105,yelp:barbers
Studio Urody Jagoda Jadwiga Włodarczyk,"ul. Skoroszewska 1B, 02-495, Warszawa",Ursus,+48223036544,https://www.yelp.pl/biz/studio-urody-jagoda-jadwiga-w%C5%82odarczyk-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Masaż, Makijażyści, Fryzjer",,0.0,0,52.1914101,20.9012794,yelp:makeupartists
Akademia Urody 24h,"Szolc-Rogozińskiego 3, 02-777, Warszawa",Ursynów,+48602236236,https://www.yelp.pl/biz/akademia-urody-24h-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Makijażyści, Manikiur i pedikiur",,0.0,0,52.1504517,21.05299,yelp:makeupartists
Art Hair Studio,"ul. Wąwozowa 23 / 3, 02-796, Warszawa",Ursynów,+48226435595,https://www.yelp.pl/biz/art-hair-studio-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Fryzjer, Kosmetyczka, Makijażyści",,1.0,1,52.13088,21.06221,yelp:makeupartists
Aspoke Laptop Skins Warszawa,"Villardczyków 4, 02-793, Warszawa",Ursynów,+48665166168,https://www.yelp.pl/biz/aspoke-laptop-skins-warszawa-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,Pielęgnacja skóry,,0.0,0,52.1346703,21.0594902,yelp:skincare
Atelier Piękna,"ul. Stryjeńskich 19 / U6, 02-791, Warszawa",Ursynów,+48733984000,https://www.yelp.pl/biz/atelier-pi%C4%99kna-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Fryzjer, Masaż, Pielęgnacja skóry",,0.0,0,52.1359116347358,21.0500442411045,yelp:skincare
Boston Clinic,"ul. Na uboczu 28 / C 6, Warszawa",Ursynów,+48602464202,https://www.yelp.pl/biz/boston-clinic-warszawa-3?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Pielęgnacja skóry, Spa medyczne, Depilacja laserowa",,0.0,0,52.1598051,21.029628,yelp:skincare
Fabryka Fryzur,"ul. Stryjeńskich 19 / U4, 02-791, Warszawa",Ursynów,+48228941029,https://www.yelp.pl/biz/fabryka-fryzur-warszawa?adjust_creative=jzkWHrQ0ul6_pVxRueTMLg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=jzkWHrQ0ul6_pVxRueTMLg,"Pielęgnacja skóry, Fryzjer",,0.0,0,52.136004063113,21.050866264418,yelp:skincare
